GivenName,LastName,Position,TigerPlayBegin1,TigerPlayStop1,TigerPlayBegin2,TigerPlayStop2,TigerPlayBegin3,BirthDate,BirthPlace,DeathDate,DeathPlace,URL,Image,Caption,Source,Column 17
Herman,Pillette, P,1922-01-01T00:00:00Z,1924-01-01T00:00:00Z,,,,,,,,,,,,
Luis,Pineda, P,2001-01-01T00:00:00Z,,,,,,,,,,,,,
Babe,Pinelli, IF,1920-01-01T00:00:00Z,,,,,,,,,,,,,
Wally,Pipp, IF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Cotton,Pippen, P,1939-01-01T00:00:00Z,1940-01-01T00:00:00Z,,,,,,,,,,,,
Chris,Pittaro, IF,1985-01-01T00:00:00Z,,,,,,,,,,,,,
Al,Platte, OF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Johnny,Podres, P,1966-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Boots,Poffenberger, P,1937-01-01T00:00:00Z,1938-01-01T00:00:00Z,,,,,,,,,,,,
Plácido,Polanco, IF,2005-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Luis,Polonia, OF,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
Jim,Poole, P,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
Rick,Porcello, P,2009-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Jay,Porter, C,1955-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Lew,Post, OF,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Brian,Powell,P,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,
Ray,Powell, OF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Ted,Power, P,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Del,Pratt, IF,1923-01-01T00:00:00Z,1924-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Presko, P,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,,,,,,,,,,,,
Jim,Price, C,1967-01-01T00:00:00Z,1971-01-01T00:00:00Z,,,,,,,,,,,,
Jerry,Priddy, IF,1950-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Curtis,Pride, OF,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z,,,,,,,,,,,,
Jim,Proctor, P,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Augie,Prudhomme, P,1929-01-01T00:00:00Z,,,,,,,,,,,,,
Tim,Pugh, P,1997-01-01T00:00:00Z,,,,,,,,,,,,,
David,Purcey, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Billy,Purtell, IF,1914-01-01T00:00:00Z,,,,,,,,,,,,,
Luke,Putkonen, P,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Putman, C,1979-01-01T00:00:00Z,,,,,,,,,,,,,
George,Quellich, OF,1931-01-01T00:00:00Z,,,,,1906-02-10T00:00:00Z,"Johnsville, California",1958-08-31T00:00:00Z,"Johnsville, California",http://en.wikipedia.org/wiki/George_Quellich,,,,
Mike,Rabelo, C,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z,,,,,,,,,,,,
Ryan,Raburn, OF,2004-01-01T00:00:00Z,,2007-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,,,,,,,
Dick,Radatz, P,1969-01-01T00:00:00Z,,,,,,,,,,,,,
Rip,Radcliff, OF,1941-01-01T00:00:00Z,1943-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Rakow, P,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Wilkin,Ramírez, OF,2009-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Randa, IF,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Clay,Rapada, P,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Earl,Rapp, OF,1949-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Ray, P,1974-01-01T00:00:00Z,,,,,,,,,,,,,
Bugs,Raymond, P,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Mark,Redman, P,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Wayne,Redmond, OF,1965-01-01T00:00:00Z,1969-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Reed, P,1969-01-01T00:00:00Z,1970-01-01T00:00:00Z,,,,,,,,,,,,
Evan,Reed, P,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Jody,Reed, IF,1997-01-01T00:00:00Z,,,,,,,,,,,,,
Rich,Reese, IF,1973-01-01T00:00:00Z,,,,,,,,,,,,,
Phil,Regan, P,1960-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Reiber, C,1933-01-01T00:00:00Z,1936-01-01T00:00:00Z,,,,,,,,,,,,
Alex,Remneas, P,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Erwin,Renfer, P,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Tony,Rensa, C,1930-01-01T00:00:00Z,,,,,,,,,,,,,
Edgar,Rentería, IF,2008-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Reynolds, P,1975-01-01T00:00:00Z,,,,,,,,,,,,,
Ross,Reynolds, P,1914-01-01T00:00:00Z,1915-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Rhiel, IF,1932-01-01T00:00:00Z,1933-01-01T00:00:00Z,,,,,,,,,,,,
Will,Rhymes, IF,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Dennis,Ribant, P,1968-01-01T00:00:00Z,,,,,,,,,,,,,
Harry,Rice, OF,1928-01-01T00:00:00Z,1930-01-01T00:00:00Z,,,,,,,,,,,,
Paul,Richards, C,1943-01-01T00:00:00Z,1946-01-01T00:00:00Z,,,,,,,,,,,,
Nolen,Richardson, IF,1929-01-01T00:00:00Z,1932-01-01T00:00:00Z,,,,,,,,,,,,
Rob,Richie, OF,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Hank,Riebe, C,1942-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,,,,,,,,,,
Topper,Rigney, IF,1922-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,,,,,,,,,
Juan,Rincón, P,2009-01-01T00:00:00Z,,,,,,,,,,,,,
Danny,Rios, P,2000-01-01T00:00:00Z,,,,,,,,,,,,,
Billy,Ripken, IF,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Kevin,Ritz, P,1989-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Rivera, C,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Mike,Roarke, C,1961-01-01T00:00:00Z,1964-01-01T00:00:00Z,,,,,,,,,,,,
Bruce,Robbins, P,1979-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,,,,,,,,,
Bip,Roberts, IF,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Roberts, P,1976-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Leon,Roberts, OF,1974-01-01T00:00:00Z,1975-01-01T00:00:00Z,,,,,,,,,,,,
Willis,Roberts, P,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
Jerry,Robertson, P,1970-01-01T00:00:00Z,,,,,,,,,,,,,
Nate,Robertson, P,2003-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Aaron,Robinson, C,1949-01-01T00:00:00Z,1951-01-01T00:00:00Z,,,,,,,,,,,,
Eddie,Robinson, IF,1957-01-01T00:00:00Z,,,,,,,,,,,,,
Jeff,Robinson, P,1987-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Rabbit,Robinson, IF,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Fernando,Rodney,P,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,
Aurelio,Rodríguez, IF,1971-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Iván,Rodríguez, C,2004-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Rodriguez, IF,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Rogalski, P,1938-01-01T00:00:00Z,,,,,,,,,,,,,
Billy,Rogell, IF,1930-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,,
Kenny,Rogers, P,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
Saul,Rogovin, P,1949-01-01T00:00:00Z,1951-01-01T00:00:00Z,,,,,,,,,,,,
Mel,Rojas, P,1999-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Roman, IF,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Romero, IF,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Henri,Rondeau, OF,1913-01-01T00:00:00Z,,,,,,,,,,,,,
Bruce,Rondón, P,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Matt,Roney, P,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Rooker, P,1968-01-01T00:00:00Z,,,,,,,,,,,,,
Cody,Ross, OF,2003-01-01T00:00:00Z,,,,,,,,,,,,,
Don,Ross, IF,1938-01-01T00:00:00Z,,1942-01-01T00:00:00Z,1945-01-01T00:00:00Z,,,,,,,,,,
Claude,Rossman, IF,1907-01-01T00:00:00Z,1909-01-01T00:00:00Z,,,,,,,,,,,,
Larry,Rothschild, P,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,,,,,,,,,,
Jack,Rowan, P,1906-01-01T00:00:00Z,,,,,,,,,,,,,
Schoolboy,Rowe, P,1933-01-01T00:00:00Z,1942-01-01T00:00:00Z,,,,,,,,,,,,
Rich,Rowland, C,1990-01-01T00:00:00Z,1993-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Rozema, P,1977-01-01T00:00:00Z,1984-01-01T00:00:00Z,,,,,,,,,,,,
Art,Ruble, OF,1927-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Rucker, P,1981-01-01T00:00:00Z,1983-01-01T00:00:00Z,,,,,,,,,,,,
Muddy,Ruel, C,1931-01-01T00:00:00Z,1932-01-01T00:00:00Z,,,,,,,,,,,,
Chance,Ruffin, P,2011-01-01T00:00:00Z,,,,,,,,,,,,,
Vern,Ruhle, P,1974-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Sean,Runyan, P,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z,,,,,,,,,,,,
Jack,Russell, P,1937-01-01T00:00:00Z,,,,,,,,,,,,,
Dusty,Ryan, C,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Erik,Sabel, P,2002-01-01T00:00:00Z,,,,,,,,,,,,,
A. J.,Sager, P,1996-01-01T00:00:00Z,1998-01-01T00:00:00Z,,,,,,,,,,,,
Mark,Salas, C,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Luis,Salazar, IF,1988-01-01T00:00:00Z,,,,,,,,,,,,,
Oscar,Salazar, IF,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Ron,Samford, IF,1955-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Juan,Samuel, IF,1994-01-01T00:00:00Z,1995-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Samuels, P,1930-01-01T00:00:00Z,,,,,,,,,,,,,
Alejandro,Sánchez, OF,1985-01-01T00:00:00Z,,,,,,,,,,,,,
Alex,Sánchez, OF,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,,,,,,,,,,,,
Aníbal,Sánchez, P,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Reggie,Sanders, IF,1974-01-01T00:00:00Z,,,,,,,,,,,,,
Scott,Sanders, P,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z,,,,,,,,,,,,
Julio,Santana, P,2002-01-01T00:00:00Z,,,,,,,,,,,,,
Marino,Santana, P,1998-01-01T00:00:00Z,,,,,,,,,,,,,
Pedro,Santana, IF,2001-01-01T00:00:00Z,,,,,,,,,,,,,
Ramón,Santiago,IF,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,
Omir,Santos, C,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,,,,,,,,,
Víctor,Santos, P,2001-01-01T00:00:00Z,,,,,,,,,,,,,
Dane,Sardinha, C,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Sargent, IF,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Kevin,Saucier, P,1981-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,,,,,,,,,,
Dennis,Saunders, P,1970-01-01T00:00:00Z,,,,,,,,,,,,,
Jay,Sborz, P,2010-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Scanlan, P,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Ray,Scarborough, P,1953-01-01T00:00:00Z,,,,,,,,,,,,,
Germany,Schaefer, IF,1905-01-01T00:00:00Z,1909-01-01T00:00:00Z,,,,,,,,,,,,
Biff,Schaller, OF,1911-01-01T00:00:00Z,,,,,,,,,,,,,
Wally,Schang, C,1931-01-01T00:00:00Z,,,,,,,,,,,,,
Dan,Schatzeder, P,1980-01-01T00:00:00Z,1981-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Scheibeck, IF,1906-01-01T00:00:00Z,,,,,,,,,,,,,
Fred,Scherman, P,1969-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Scherrer, P,1984-01-01T00:00:00Z,1986-01-01T00:00:00Z,,,,,,,,,,,,
Max,Scherzer, P,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Lou,Schiappacasse, OF,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Daniel,Schlereth, P,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,,,,,,,,,
Brian,Schmack, P,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z,,,,,,,,,,,,
Boss,Schmidt, C,1906-01-01T00:00:00Z,1911-01-01T00:00:00Z,,,,,,,,,,,,
Rick,Schu, IF,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Heinie,Schuble, IF,1929-01-01T00:00:00Z,1935-01-01T00:00:00Z,,,,,,,,,,,,
Barney,Schultz, P,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Schultz, P,1955-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Schwabe, P,1989-01-01T00:00:00Z,1990-01-01T00:00:00Z,,,,,,,,,,,,
Chuck,Scrivener, IF,1975-01-01T00:00:00Z,1977-01-01T00:00:00Z,,,,,,,,,,,,
Johnnie,Seale, P,1964-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Searcy, P,1988-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Tom,Seats, P,1940-01-01T00:00:00Z,,,,,,,,,,,,,
Bobby,Seay, P,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,,,,,,,,,,,,
Frank,Secory, OF,1940-01-01T00:00:00Z,,,,,,,,,,,,,
Chuck,Seelbach, P,1971-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Ray,Semproch, P,1960-01-01T00:00:00Z,,,,,,,,,,,,,
Rip,Sewell, P,1932-01-01T00:00:00Z,,,,,,,,,,,,,
Dick,Sharon, OF,1973-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Al,Shaw, C,1901-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Shaw, P,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,,,,,,,,,,,,
Merv,Shea,C,1927-01-01T00:00:00Z,1929-01-01T00:00:00Z,1939-01-01T00:00:00Z,,,,,,,,,,,
Larry,Sheets, DH,1990-01-01T00:00:00Z,,,,,,,,,,,,,
Gary,Sheffield, OF,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
John,Shelby, OF,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,,,,,,,,,
Hugh,Shelley, OF,1935-01-01T00:00:00Z,,,,,,,,,,,,,
Chris,Shelton, IF,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,,,
Pat,Sheridan, OF,1986-01-01T00:00:00Z,1989-01-01T00:00:00Z,,,,,,,,,,,,
Larry,Sherry, P,1964-01-01T00:00:00Z,1967-01-01T00:00:00Z,,,,,,,,,,,,
Jimmy,Shevlin, IF,1930-01-01T00:00:00Z,,,,,,,,,,,,,
Ivey,Shiver, OF,1931-01-01T00:00:00Z,,,,,,,,,,,,,
Ron,Shoop, C,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Chick,Shorten, OF,1919-01-01T00:00:00Z,1921-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Siddall, C,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z,,,,,,,,,,,,
Rubén,Sierra, OF,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Ed,Siever,P,1901-01-01T00:00:00Z,1902-01-01T00:00:00Z,1906-01-01T00:00:00Z,1908-01-01T00:00:00Z,,,,,,,,,,
Frank,Sigafoos, IF,1929-01-01T00:00:00Z,,,,,,,,,,,,,
Al,Simmons, OF,1936-01-01T00:00:00Z,,,,,,,,,,,,,
Hack,Simmons, IF,1910-01-01T00:00:00Z,,,,,,,,,,,,,
Nelson,Simmons, OF,1984-01-01T00:00:00Z,1985-01-01T00:00:00Z,,,,,,,,,,,,
Randall,Simon, IF,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,,,,,,,,,
Duke,Sims, C,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Matt,Sinatro, C,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Duane,Singleton, OF,1996-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Sisler, P,1959-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,,,
Scott,Sizemore, IF,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Dave,Skeels, P,1910-01-01T00:00:00Z,,,,,,,,,,,,,
Lou,Skizas, OF,1958-01-01T00:00:00Z,,,,,,,,,,,,,
John,Skopec, P,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Slaton, P,1978-01-01T00:00:00Z,,1986-01-01T00:00:00Z,,,,,,,,,,,
Bill,Slayback, P,1972-01-01T00:00:00Z,1974-01-01T00:00:00Z,,,,,,,,,,,,
Lou,Sleater, P,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,,,,,,,,,,,,
Jim,Small, OF,1955-01-01T00:00:00Z,1957-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Smith, P,1959-01-01T00:00:00Z,,,,,,,,,,,,,
Clay,Smith, P,1940-01-01T00:00:00Z,,,,,,,,,,,,,
George,Smith, P,1926-01-01T00:00:00Z,1929-01-01T00:00:00Z,,,,,,,,,,,,
George,Smith, IF,1963-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Heinie,Smith, IF,1903-01-01T00:00:00Z,,,,,,,,,,,,,
Jack,Smith, IF,1912-01-01T00:00:00Z,,,,,,,,,,,,,
Jason,Smith, IF,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z,,,,,,,,,,,,
Rufus,Smith, P,1927-01-01T00:00:00Z,,,,,,,,,,,,,
Willie,Smith, OF,1963-01-01T00:00:00Z,,,,,,,,,,,,,
Drew,Smyly, P,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z,,,,,,,,,,,,
Nate,Snell, P,1987-01-01T00:00:00Z,,,,,,,,,,,,,
Clint,Sodowsky, P,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,,,,,,,,,,,,
Vic,Sorrell, P,1928-01-01T00:00:00Z,1937-01-01T00:00:00Z,,,,,,,,,,,,
Elías,Sosa, P,1982-01-01T00:00:00Z,,,,,,,,,,,,,
Steve,Souchock, OF,1951-01-01T00:00:00Z,1955-01-01T00:00:00Z,,,,,,,,,,,,
Steve,Sparks, P,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Sparma, P,1964-01-01T00:00:00Z,1969-01-01T00:00:00Z,,,,,,,,,,,,
Kid,Speer, P,1909-01-01T00:00:00Z,,,,,,,,,,,,,
George,Spencer, P,1958-01-01T00:00:00Z,1960-01-01T00:00:00Z,,,,,,,,,,,,
Tubby,Spencer, C,1916-01-01T00:00:00Z,1918-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Spikes, OF,1978-01-01T00:00:00Z,,,,,,,,,,,,,
Harry,Spilman, IF,1986-01-01T00:00:00Z,,,,,,,,,,,,,
Chris,Spurling, P,2003-01-01T00:00:00Z,,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,,,,,,,,
Max,St. Pierre, C,2010-01-01T00:00:00Z,,,,,,,,,,,,,
Tuck,Stainback, OF,1940-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
Matt,Stairs, OF,2006-01-01T00:00:00Z,,,,,,,,,,,,,
Gerry,Staley, P,1961-01-01T00:00:00Z,,,,,,,,,,,,,
Oscar,Stanage, C,1909-01-01T00:00:00Z,1925-01-01T00:00:00Z,,,,,,,,,,,,
Mickey,Stanley, OF,1964-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,,,,,,,,,,
Joe,Staton, IF,1972-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Rusty,Staub, OF,1976-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Bill,Steen, P,1915-01-01T00:00:00Z,,,,,,,,,,,,,
Dave,Stegman, OF,1978-01-01T00:00:00Z,1980-01-01T00:00:00Z,,,,,,,,,,,,
Ben,Steiner, IF,1947-01-01T00:00:00Z,,,,,,,,,,,,,
Todd,Steverson, OF,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Lefty,Stewart, P,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Phil,Stidham, P,1994-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Stoddard, P,1985-01-01T00:00:00Z,,,,,,,,,,,,,
John,Stone, OF,1928-01-01T00:00:00Z,1933-01-01T00:00:00Z,,,,,,,,,,,,
Lil,Stoner, P,1922-01-01T00:00:00Z,1929-01-01T00:00:00Z,,,,,,,,,,,,
Jesse,Stovall, P,1904-01-01T00:00:00Z,,,,,,,,,,,,,
Mike,Strahler, P,1973-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Strampe, P,1972-01-01T00:00:00Z,,,,,,,,,,,,,
Doug,Strange, IF,1989-01-01T00:00:00Z,,,,,,,,,,,,,
Walt,Streuli, C,1954-01-01T00:00:00Z,1956-01-01T00:00:00Z,,,,,,,,,,,,
Sailor,Stroud, P,1910-01-01T00:00:00Z,,,,,,,,,,,,,
Marlin,Stuart, P,1949-01-01T00:00:00Z,1952-01-01T00:00:00Z,,,,,,,,,,,,
Franklin,Stubbs, IF,1995-01-01T00:00:00Z,,,,,,,,,,,,,
Jim,Stump, P,1957-01-01T00:00:00Z,1959-01-01T00:00:00Z,,,,,,,,,,,,
Tom,Sturdivant, P,1963-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Sugden, C,1912-01-01T00:00:00Z,,,,,,,,,,,,,
George,Suggs, P,1908-01-01T00:00:00Z,1909-01-01T00:00:00Z,,,,,,,,,,,,
Billy,Sullivan, C,1916-01-01T00:00:00Z,,,,,,,,,,,,,
Billy,Sullivan,C,1940-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
Charlie,Sullivan, P,1928-01-01T00:00:00Z,1931-01-01T00:00:00Z,,,,,,,,,,,,
Jackie,Sullivan, IF,1944-01-01T00:00:00Z,,,,,,,,,,,,,
Joe,Sullivan, P,1935-01-01T00:00:00Z,1936-01-01T00:00:00Z,,,,,,,,,,,,
John,Sullivan, C,1905-01-01T00:00:00Z,,,,,,,,,,,,,
John,Sullivan, C,1963-01-01T00:00:00Z,1965-01-01T00:00:00Z,,,,,,,,,,,,
Russ,Sullivan, OF,1951-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Champ,Summers, OF,1979-01-01T00:00:00Z,1981-01-01T00:00:00Z,,,,,,,,,,,,
Ed,Summers, P,1908-01-01T00:00:00Z,1912-01-01T00:00:00Z,,,,,,,,,,,,
George,Susce, P,1958-01-01T00:00:00Z,1959-01-01T00:00:00Z,,,,,,,,,,,,
George,Susce, C,1932-01-01T00:00:00Z,,,,,,,,,,,,,
Gary,Sutherland, IF,1974-01-01T00:00:00Z,1976-01-01T00:00:00Z,,,,,,,,,,,,
Suds,Sutherland, P,1921-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Sweeney, IF,1928-01-01T00:00:00Z,,,,,,,,,,,,,
Bob,Swift, C,1944-01-01T00:00:00Z,1953-01-01T00:00:00Z,,,,,,,,,,,,
Bob,Sykes, P,1977-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,,,,,,,,,,
Ken,Szotkiewicz, IF,1970-01-01T00:00:00Z,,,,,,,,,,,,,
Frank,Tanana, P,1985-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,,,
Jordan,Tata, P,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z,,,,,,,,,,,,
Jackie,Tavener, IF,1921-01-01T00:00:00Z,1928-01-01T00:00:00Z,,,,,,,,,,,,
Ben,Taylor, IF,1952-01-01T00:00:00Z,,,,,,,,,,,,,
Bill,Taylor, OF,1957-01-01T00:00:00Z,1958-01-01T00:00:00Z,,,,,,,,,,,,
Bruce,Taylor, P,1977-01-01T00:00:00Z,1979-01-01T00:00:00Z,,,,,,,,,,,,
Gary,Taylor, P,1969-01-01T00:00:00Z,,,,,,,,,,,,,
Tony,Taylor, IF,1971-01-01T00:00:00Z,1973-01-01T00:00:00Z,,,,,,,,,,,,
Wiley,Taylor, P,1911-01-01T00:00:00Z,,,,,,,,,,,,,
Birdie,Tebbetts, C,1936-01-01T00:00:00Z,1947-01-01T00:00:00Z,,,,,,,,,,,,
Walt,Terrell,P,1985-01-01T00:00:00Z,1988-01-01T00:00:00Z,1990-01-01T00:00:00Z,1992-01-01T00:00:00Z,,,,,,,,,,
John,Terry, P,1902-01-01T00:00:00Z,,,,,,,,,,,,,
Mickey,Tettleton, C,1991-01-01T00:00:00Z,1994-01-01T00:00:00Z,,,,,,,,,,,,
Marcus,Thames, OF,2004-01-01T00:00:00Z,2009-01-01T00:00:00Z,,,,,,,,,,,,
Brad,Thomas, P,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z,,,,,,,,,,,,
Clete,Thomas, OF,2008-01-01T00:00:00Z,2012-01-01T00:00:00Z,,,,,,,,,,,,
Frosty,Thomas, P,1905-01-01T00:00:00Z,,,,,,,,,,,,,
Bud,Thomas, P,1939-01-01T00:00:00Z,1941-01-01T00:00:00Z,,,,,,,,,,,,
